image,pitch,yaw
128.tiff,0.022387022,0.016153261
129.tiff,0.022678334,0.016277007
130.tiff,0.022774902,0.016718656
131.tiff,0.022917342,0.017310988
132.tiff,0.023079056,0.017715576
133.tiff,0.023273123,0.01789754
134.tiff,0.023343772,0.017708525
135.tiff,0.023250777,0.017615794
136.tiff,0.022985874,0.017595828
137.tiff,0.022771806,0.017640399
138.tiff,0.022528246,0.017545931
139.tiff,0.02218978,0.018034627
140.tiff,0.021804083,0.01807078
141.tiff,0.02125444,0.017978657
142.tiff,0.021125964,0.017470106
143.tiff,0.021239173,0.01725391
144.tiff,0.021461635,0.016880992
145.tiff,0.021815974,0.017115303
146.tiff,0.022232008,0.017129175
147.tiff,0.022581973,0.017468148
148.tiff,0.022733388,0.018141297
149.tiff,0.022851649,0.018094874
150.tiff,0.022795333,0.018066645
151.tiff,0.022987118,0.018076424
152.tiff,0.022687874,0.018367347
153.tiff,0.022409936,0.018792049
154.tiff,0.022256097,0.019027772
155.tiff,0.02228746,0.019129912
156.tiff,0.02219384,0.019766078
157.tiff,0.022295131,0.019599663
158.tiff,0.022415409,0.019869096
159.tiff,0.022459308,0.020271587
160.tiff,0.022206075,0.020286266
161.tiff,0.021857828,0.020664062
162.tiff,0.021923783,0.020642939
163.tiff,0.021905227,0.020367216
164.tiff,0.021835,0.020145294
165.tiff,0.021588744,0.020303588
166.tiff,0.021306355,0.020282451
167.tiff,0.021023832,0.020337537
168.tiff,0.020860588,0.020204284
169.tiff,0.021145743,0.019677928
170.tiff,0.021693657,0.019600933
171.tiff,0.022410469,0.019549684
172.tiff,0.022331196,0.0200738
173.tiff,0.022008553,0.020521427
174.tiff,0.021313278,0.021018497
175.tiff,0.021063767,0.021173716
176.tiff,0.021046711,0.021156832
177.tiff,0.021223478,0.02182378
178.tiff,0.021402767,0.021890618
179.tiff,0.021175801,0.021759111
180.tiff,0.020729748,0.022007778
181.tiff,0.020358769,0.021925808
182.tiff,0.020393236,0.021777398
183.tiff,0.02066754,0.021892759
184.tiff,0.021105403,0.022124286
185.tiff,0.021137964,0.021858372
186.tiff,0.021020091,0.021512562
187.tiff,0.020707949,0.020889195
188.tiff,0.020380408,0.020335984
189.tiff,0.020263886,0.02104754
190.tiff,0.02060429,0.020674175
191.tiff,0.020797655,0.020675028
192.tiff,0.021043263,0.020563537
193.tiff,0.021322735,0.020142825
194.tiff,0.021652549,0.019662563
195.tiff,0.021810454,0.019801707
196.tiff,0.022066666,0.019970618
197.tiff,0.022032826,0.019947419
198.tiff,0.021757504,0.019922351
199.tiff,0.021461636,0.019367549
200.tiff,0.020837731,0.019422348
201.tiff,0.019897011,0.019760706
202.tiff,0.019227159,0.019567391
203.tiff,0.018654447,0.019659516
204.tiff,0.018595701,0.019641247
205.tiff,0.018645775,0.019397929
206.tiff,0.018758377,0.019490692
207.tiff,0.019267435,0.019127845
208.tiff,0.020118215,0.018631973
209.tiff,0.020958078,0.017836606
210.tiff,0.021687453,0.017250485
211.tiff,0.022742927,0.016132467
212.tiff,0.024025707,0.015493271
213.tiff,0.02460559,0.015097701
214.tiff,0.024783759,0.014127518
215.tiff,0.024519466,0.013709861
216.tiff,0.024321928,0.012609791
217.tiff,0.024367327,0.012788774
218.tiff,0.02393884,0.013220727
219.tiff,0.024173328,0.013668731
220.tiff,0.024678976,0.013258537
221.tiff,0.025284863,0.013225022
222.tiff,0.024989391,0.012473665
223.tiff,0.025427106,0.01191684
224.tiff,0.02719416,0.012515276
225.tiff,0.029731064,0.012609017
226.tiff,0.033713939,0.013358606
227.tiff,0.038248813,0.013939044
228.tiff,0.041147032,0.01410435
229.tiff,0.041306994,0.014790698
230.tiff,0.040577609,0.015846005
231.tiff,0.038571762,0.015009683
232.tiff,0.037090866,0.014744034
233.tiff,0.035814371,0.014230683
234.tiff,0.034179065,0.01273699
235.tiff,0.032251621,0.011979886
236.tiff,0.02875742,0.011288128
237.tiff,0.023793976,0.010652939
238.tiff,0.021036894,0.010854633
239.tiff,0.020592261,0.010468572
240.tiff,0.02102877,0.010382241
241.tiff,0.022165352,0.01145582
242.tiff,0.023064221,0.01281903
243.tiff,0.023606168,0.014076868
244.tiff,0.023439916,0.016688828
245.tiff,0.023609892,0.018765622
246.tiff,0.024334199,0.020202352
247.tiff,0.025419828,0.020023792
248.tiff,0.02609384,0.020396657
249.tiff,0.026873296,0.021202295
250.tiff,0.02702544,0.020515293
251.tiff,0.029030644,0.018405865
252.tiff,0.02984216,0.015931152
253.tiff,0.030930125,0.012030141
254.tiff,0.03160579,0.008787621
255.tiff,0.032553064,0.00635418
256.tiff,0.035805338,0.000700703
257.tiff,0.037779025,0.001557807
258.tiff,0.038746489,0.001525413
259.tiff,0.040493682,0.001503658
260.tiff,0.043900979,0.001260462
261.tiff,0.045417928,0.001687438
262.tiff,0.045565036,0.003826156
263.tiff,0.043714914,0.007254526
264.tiff,0.041983092,0.009242924
265.tiff,0.040164804,0.010460512
266.tiff,0.035142947,0.015034158
267.tiff,0.031885024,0.014354242
268.tiff,0.03053561,0.013433086
269.tiff,0.028004849,0.012026819
270.tiff,0.024560056,0.012709096
271.tiff,0.021772475,0.014613783
272.tiff,0.021375363,0.014772474
273.tiff,0.02219341,0.01426947
274.tiff,0.02311393,0.014276929
275.tiff,0.023457613,0.013979273
276.tiff,0.024029076,0.014015781
277.tiff,0.024356044,0.013750842
278.tiff,0.023923253,0.013885754
279.tiff,0.023721234,0.014328356
280.tiff,0.023182501,0.014227646
281.tiff,0.02247698,0.014239789
282.tiff,0.022190692,0.014156519
283.tiff,0.022207298,0.014448305
284.tiff,0.022211904,0.014622083
285.tiff,0.022291524,0.014658005
286.tiff,0.022550224,0.014424385
287.tiff,0.022543653,0.014505119
288.tiff,0.022428616,0.014233039
289.tiff,0.022228134,0.014358496
290.tiff,0.022409999,0.014470711
291.tiff,0.022315978,0.014341074
292.tiff,0.022068697,0.014281656
293.tiff,0.022223049,0.014664349
294.tiff,0.022350688,0.01480012
295.tiff,0.022206859,0.014659588
296.tiff,0.022488063,0.014859653
297.tiff,0.022570295,0.015506475
298.tiff,0.02274397,0.015912191
299.tiff,0.023100894,0.015998363
300.tiff,0.023375801,0.015975062
301.tiff,0.023929519,0.015948497
302.tiff,0.024392753,0.015834447
303.tiff,0.024741922,0.016240446
304.tiff,0.024615842,0.016020433
305.tiff,0.024470177,0.016719355
306.tiff,0.023490247,0.017898131
307.tiff,0.022748465,0.017774905
308.tiff,0.022171236,0.019039389
309.tiff,0.021636556,0.019388571
310.tiff,0.020805588,0.020323901
311.tiff,0.020149169,0.021526737
312.tiff,0.019380772,0.022447591
313.tiff,0.01896678,0.02321942
314.tiff,0.018880045,0.024027799
315.tiff,0.019453276,0.024840051
316.tiff,0.01995488,0.024882625
317.tiff,0.02094244,0.025394593
318.tiff,0.021712055,0.025182053
319.tiff,0.022100199,0.026506676
320.tiff,0.022663722,0.027484788
321.tiff,0.022720592,0.028353451
322.tiff,0.022916297,0.029088742
323.tiff,0.022855899,0.030041548
324.tiff,0.02255246,0.031104704
325.tiff,0.022002847,0.031156001
326.tiff,0.021991829,0.031307298
327.tiff,0.021300467,0.031277803
328.tiff,0.020848256,0.031164866
329.tiff,0.020132455,0.029817057
330.tiff,0.01963136,0.028543517
331.tiff,0.019653107,0.027530581
332.tiff,0.019496119,0.026564938
333.tiff,0.019144512,0.025349271
334.tiff,0.019018738,0.024514266
335.tiff,0.01880603,0.023480703
336.tiff,0.018795813,0.023231722
337.tiff,0.018891685,0.023300242
338.tiff,0.018913347,0.02292197
339.tiff,0.019756533,0.023577363
340.tiff,0.020123925,0.023363263
341.tiff,0.02035513,0.023282086
342.tiff,0.020626777,0.02290803
343.tiff,0.021274746,0.022510249
344.tiff,0.021990404,0.02205877
345.tiff,0.022688459,0.022413028
346.tiff,0.022575033,0.021347731
347.tiff,0.023097903,0.020686667
348.tiff,0.023579475,0.020095164
349.tiff,0.023452063,0.019033569
350.tiff,0.023638501,0.01877129
351.tiff,0.023484236,0.018057753
352.tiff,0.024084918,0.019011656
353.tiff,0.024070585,0.019425267
354.tiff,0.023552217,0.018894501
355.tiff,0.023359127,0.01905262
356.tiff,0.023481355,0.019239903
357.tiff,0.023373366,0.019505948
358.tiff,0.023158487,0.01966928
359.tiff,0.02333825,0.019947898
360.tiff,0.023504162,0.020410367
361.tiff,0.023718942,0.021264112
362.tiff,0.023287814,0.021164699
363.tiff,0.022648109,0.021082999
364.tiff,0.022939133,0.021722179
365.tiff,0.022875884,0.021848862
366.tiff,0.022751401,0.022472261
367.tiff,0.022612723,0.022266174
368.tiff,0.022284143,0.022909677
369.tiff,0.021599716,0.023389166
370.tiff,0.020957995,0.023711109
371.tiff,0.020209699,0.023777846
372.tiff,0.019784101,0.024021664
373.tiff,0.01963968,0.023921212
374.tiff,0.019381031,0.02419997
375.tiff,0.019217407,0.024456732
376.tiff,0.019289179,0.024945545
377.tiff,0.019426203,0.025506186
378.tiff,0.019961218,0.025934476
379.tiff,0.020275912,0.026178255
380.tiff,0.020209391,0.026206291
381.tiff,0.020248813,0.025997357
382.tiff,0.020135135,0.026019186
383.tiff,0.01987557,0.026237651
384.tiff,0.019419873,0.026469416
385.tiff,0.018975216,0.026264339
386.tiff,0.018557328,0.025687476
387.tiff,0.018193825,0.025903367
388.tiff,0.017527881,0.025754276
389.tiff,0.017524289,0.025698557
390.tiff,0.018214268,0.025927394
391.tiff,0.018660857,0.026460105
392.tiff,0.019169385,0.027015685
393.tiff,0.019697643,0.027271033
394.tiff,0.020365462,0.027477998
395.tiff,0.020719806,0.028353597
396.tiff,0.021112409,0.029616625
397.tiff,0.020956108,0.029615941
398.tiff,0.021003263,0.029552821
399.tiff,0.020970581,0.029416852
400.tiff,0.020422148,0.029034524
401.tiff,0.020202605,0.028143865
402.tiff,0.019829311,0.027209814
403.tiff,0.0197259,0.02660907
404.tiff,0.019944086,0.025595749
405.tiff,0.020339556,0.0241974
406.tiff,,
407.tiff,,
408.tiff,,
409.tiff,,
410.tiff,,
411.tiff,,
412.tiff,,
413.tiff,,
414.tiff,,
415.tiff,,
416.tiff,,
417.tiff,,
418.tiff,,
419.tiff,,
420.tiff,,
421.tiff,,
422.tiff,,
423.tiff,,
424.tiff,,
425.tiff,,
426.tiff,,
427.tiff,,
428.tiff,,
429.tiff,,
430.tiff,,
431.tiff,,
432.tiff,,
433.tiff,,
434.tiff,,
435.tiff,,
436.tiff,,
437.tiff,,
438.tiff,,
439.tiff,,
440.tiff,,
441.tiff,,
442.tiff,,
443.tiff,,
444.tiff,,
445.tiff,,
446.tiff,,
447.tiff,,
448.tiff,,
449.tiff,,
450.tiff,,
451.tiff,,
452.tiff,,
453.tiff,,
454.tiff,,
455.tiff,,
456.tiff,,
457.tiff,,
458.tiff,,
459.tiff,,
460.tiff,,
461.tiff,,
462.tiff,,
463.tiff,,
464.tiff,,
465.tiff,,
466.tiff,,
467.tiff,,
468.tiff,,
469.tiff,,
470.tiff,,
471.tiff,,
472.tiff,,
473.tiff,,
474.tiff,,
475.tiff,,
476.tiff,,
477.tiff,,
478.tiff,,
479.tiff,,
480.tiff,,
481.tiff,,
482.tiff,,
483.tiff,,
484.tiff,,
485.tiff,,
486.tiff,,
487.tiff,,
488.tiff,,
489.tiff,,
490.tiff,,
491.tiff,,
492.tiff,,
493.tiff,,
494.tiff,,
495.tiff,,
496.tiff,,
497.tiff,,
498.tiff,,
499.tiff,,
500.tiff,,
501.tiff,0.017972689,0.021808176
502.tiff,0.017859576,0.021370836
503.tiff,,
504.tiff,0.017333413,0.020382747
505.tiff,0.017543757,0.019986241
506.tiff,0.01654264,0.019978064
507.tiff,0.015865208,0.019690255
508.tiff,0.015589496,0.019795197
509.tiff,0.015092005,0.019550109
510.tiff,0.014781218,0.019651014
511.tiff,0.014412762,0.019224301
512.tiff,0.01412531,0.018067494
513.tiff,,
514.tiff,0.014685796,0.017292325
515.tiff,0.015197416,0.018103099
516.tiff,0.016852006,0.01874772
517.tiff,0.018375767,0.018096986
518.tiff,0.019508287,0.018768549
519.tiff,0.020943199,0.019175554
520.tiff,0.021940778,0.020331601
521.tiff,0.02305197,0.021123267
522.tiff,0.024391881,0.021705435
523.tiff,0.024985501,0.021477671
524.tiff,0.025500814,0.021388181
525.tiff,0.02582019,0.021203593
526.tiff,0.025288645,0.02058549
527.tiff,0.024229295,0.021389625
528.tiff,0.02274991,0.021395774
529.tiff,0.020743254,0.021290399
530.tiff,0.019169024,0.021302513
531.tiff,0.017143667,0.02133478
532.tiff,0.015404674,0.021709347
533.tiff,0.014220186,0.022424793
534.tiff,0.013128833,0.024183709
535.tiff,0.011741348,0.024544528
536.tiff,0.011063342,0.024906851
537.tiff,0.011320366,0.025131634
538.tiff,0.012349279,0.024136582
539.tiff,0.014045652,0.023946886
540.tiff,0.01532934,0.023361511
541.tiff,0.016223963,0.023363818
542.tiff,0.016525503,0.023468199
543.tiff,0.016894269,0.023505662
544.tiff,0.017125479,0.0225247
545.tiff,0.01744119,0.022602561
546.tiff,0.017402159,0.022670809
547.tiff,0.016753336,0.022252108
548.tiff,0.015826196,0.023005926
549.tiff,0.014740989,0.023336795
550.tiff,0.014312377,0.02345643
551.tiff,0.014375263,0.023338061
552.tiff,0.01497455,0.023112211
553.tiff,0.015194683,0.022982689
554.tiff,0.015894651,0.023657117
555.tiff,0.016563707,0.023743066
556.tiff,0.017332864,0.023246286
557.tiff,0.018523586,0.023295231
558.tiff,0.01958276,0.022645408
559.tiff,0.020398459,0.022243961
560.tiff,0.020998221,0.021800391
561.tiff,0.021292688,0.021433132
562.tiff,0.021217887,0.021348997
563.tiff,0.020981435,0.021114958
564.tiff,0.020894808,0.020295616
565.tiff,0.02077005,0.018994262
566.tiff,0.020723354,0.018678663
567.tiff,0.020409629,0.018214694
568.tiff,0.019803503,0.018639072
569.tiff,0.019091537,0.018703518
570.tiff,0.018455595,0.018862443
571.tiff,0.018459858,0.018774559
572.tiff,0.018377394,0.018425321
573.tiff,0.018567262,0.018339136
574.tiff,0.018473274,0.018059482
575.tiff,0.018383226,0.018559072
576.tiff,0.018039547,0.018995986
577.tiff,0.017372932,0.0195409
578.tiff,0.017010312,0.019624613
579.tiff,0.016823724,0.019739305
580.tiff,0.01674873,0.020037017
581.tiff,0.016553684,0.020136427
582.tiff,0.016657425,0.020651412
583.tiff,0.016654185,0.020818858
584.tiff,0.016636382,0.021463614
585.tiff,0.016203885,0.021775192
586.tiff,0.016606896,0.022557488
587.tiff,0.016957044,0.022832244
588.tiff,0.017317904,0.023356568
589.tiff,0.017407247,0.023221839
590.tiff,0.017422682,0.022543047
591.tiff,0.017615721,0.022431889
592.tiff,0.018436133,0.021782589
593.tiff,0.01918136,0.021140399
594.tiff,0.019438804,0.020544843
595.tiff,0.019835448,0.020408892
596.tiff,0.019099591,0.018904324
597.tiff,0.018389319,0.018686593
598.tiff,0.017936547,0.018232701
599.tiff,0.017842266,0.018556695
600.tiff,0.018147195,0.019023488
601.tiff,0.01770733,0.018974505
602.tiff,0.01644839,0.019160596
603.tiff,0.015293832,0.01974698
604.tiff,0.015345295,0.020166893
605.tiff,0.015141272,0.019981521
606.tiff,0.015399245,0.019969511
607.tiff,0.01612453,0.019954486
608.tiff,0.016819474,0.019706105
609.tiff,0.017406173,0.019224796
610.tiff,0.017665515,0.019536473
611.tiff,0.018744192,0.019687868
612.tiff,0.019787395,0.019972126
613.tiff,0.020450518,0.020035067
614.tiff,0.020287258,0.020166744
615.tiff,0.020799669,0.020605628
616.tiff,0.021260775,0.021229373
617.tiff,0.02132313,0.02112182
618.tiff,0.020923239,0.021164739
619.tiff,0.020884445,0.021137579
620.tiff,0.021549111,0.020799627
621.tiff,0.021511653,0.020808556
622.tiff,0.021309277,0.020705265
623.tiff,0.021380651,0.020473031
624.tiff,0.021811014,0.020708022
625.tiff,0.021885468,0.020719773
626.tiff,0.022262502,0.020964889
627.tiff,0.022492292,0.020703158
628.tiff,0.023619607,0.020885563
629.tiff,0.024160786,0.020877429
630.tiff,0.02393457,0.021358702
631.tiff,0.023761047,0.021648042
632.tiff,0.024127311,0.021927575
633.tiff,0.024073443,0.021851376
634.tiff,0.024064668,0.021216337
635.tiff,0.02416491,0.021001704
636.tiff,0.023919818,0.020608789
637.tiff,0.024361845,0.020792678
638.tiff,0.024083052,0.020509858
639.tiff,0.024321724,0.020906818
640.tiff,0.024394842,0.021013234
641.tiff,0.024715499,0.021043758
642.tiff,0.024373454,0.020961277
643.tiff,0.02433598,0.021081972
644.tiff,0.024104767,0.020993002
645.tiff,0.023946967,0.020969369
646.tiff,0.023677531,0.021153892
647.tiff,0.023112327,0.021162593
648.tiff,0.022845549,0.021420178
649.tiff,0.022565106,0.021538398
650.tiff,0.022612167,0.021216
651.tiff,0.02204909,0.02140308
652.tiff,0.021721738,0.021817979
653.tiff,0.021532825,0.022343159
654.tiff,0.021627452,0.022977487
655.tiff,0.021710047,0.023199602
656.tiff,0.022162153,0.023173497
657.tiff,0.022643985,0.023021071
658.tiff,0.02287308,0.02292658
659.tiff,0.022834363,0.022990311
660.tiff,0.022828372,0.02267077
661.tiff,0.023016833,0.022017639
662.tiff,0.023570389,0.0215479
663.tiff,0.024069422,0.021357661
664.tiff,0.024346801,0.0215883
665.tiff,0.024586434,0.021814709
666.tiff,0.024634733,0.022007471
667.tiff,0.024566639,0.02249911
668.tiff,0.024469378,0.022063644
669.tiff,0.02420457,0.021358134
670.tiff,0.023480351,0.021533411
671.tiff,0.023401695,0.021884623
672.tiff,0.023145825,0.022397728
673.tiff,0.023173692,0.022603947
674.tiff,0.022490142,0.022525277
675.tiff,0.022123316,0.022418933
676.tiff,0.021933333,0.022564884
677.tiff,0.021963166,0.022606524
678.tiff,0.022098845,0.023359835
679.tiff,0.022374416,0.023897601
680.tiff,0.022655196,0.024252601
681.tiff,0.02268145,0.024235861
682.tiff,0.022938901,0.023561818
683.tiff,0.022924445,0.023357969
684.tiff,0.023581577,0.022947358
685.tiff,0.023993573,0.022603926
686.tiff,0.023940143,0.022181518
687.tiff,0.023652161,0.021882069
688.tiff,0.022745748,0.021873007
689.tiff,,
690.tiff,0.021644744,0.022318276
691.tiff,,
692.tiff,,
693.tiff,,
694.tiff,,
695.tiff,,
696.tiff,,
697.tiff,,
698.tiff,,
699.tiff,,
700.tiff,,
701.tiff,,
702.tiff,,
703.tiff,,
704.tiff,,
705.tiff,,
706.tiff,,
707.tiff,,
708.tiff,,
709.tiff,,
710.tiff,,
711.tiff,,
712.tiff,,
713.tiff,,
714.tiff,,
715.tiff,,
716.tiff,,
717.tiff,,
718.tiff,,
719.tiff,,
720.tiff,,
721.tiff,,
722.tiff,,
723.tiff,,
724.tiff,,
725.tiff,,
726.tiff,,
727.tiff,,
728.tiff,,
729.tiff,,
730.tiff,,
731.tiff,,
732.tiff,,
733.tiff,,
734.tiff,,
735.tiff,,
736.tiff,,
737.tiff,,
738.tiff,,
739.tiff,,
740.tiff,,
741.tiff,,
742.tiff,,
743.tiff,,
744.tiff,,
745.tiff,,
746.tiff,,
747.tiff,,
748.tiff,,
749.tiff,,
750.tiff,,
751.tiff,,
752.tiff,,
753.tiff,,
754.tiff,,
755.tiff,,
756.tiff,,
757.tiff,,
758.tiff,,
759.tiff,,
760.tiff,,
761.tiff,,
762.tiff,,
763.tiff,,
764.tiff,,
765.tiff,,
766.tiff,,
767.tiff,,
768.tiff,,
769.tiff,,
770.tiff,,
771.tiff,,
772.tiff,,
773.tiff,,
774.tiff,,
775.tiff,,
776.tiff,,
777.tiff,,
778.tiff,,
779.tiff,,
780.tiff,,
781.tiff,,
782.tiff,,
783.tiff,,
784.tiff,,
785.tiff,,
786.tiff,,
787.tiff,,
788.tiff,,
789.tiff,,
790.tiff,,
791.tiff,,
792.tiff,,
793.tiff,,
794.tiff,,
795.tiff,,
796.tiff,,
797.tiff,,
798.tiff,,
799.tiff,,
800.tiff,,
801.tiff,,
802.tiff,,
803.tiff,,
804.tiff,,
805.tiff,,
806.tiff,,
807.tiff,,
808.tiff,,
809.tiff,,
810.tiff,,
811.tiff,,
812.tiff,,
813.tiff,,
814.tiff,,
815.tiff,,
816.tiff,,
817.tiff,,
818.tiff,,
819.tiff,,
820.tiff,,
821.tiff,,
822.tiff,,
823.tiff,,
824.tiff,,
825.tiff,,
826.tiff,,
827.tiff,,
828.tiff,,
829.tiff,,
830.tiff,,
831.tiff,,
832.tiff,,
833.tiff,0.022216775,0.010380348
834.tiff,,
835.tiff,0.023976065,0.013469424
836.tiff,0.023692299,0.015185974
837.tiff,0.023421058,0.017132249
838.tiff,0.02294952,0.018191292
839.tiff,0.021889358,0.018705714
840.tiff,0.020121101,0.020458187
841.tiff,0.018759078,0.021315593
842.tiff,0.01718139,0.022011205
843.tiff,0.016412425,0.022306887
844.tiff,0.016421017,0.021824616
845.tiff,0.016496531,0.020890531
846.tiff,0.017545588,0.020583915
847.tiff,0.017878581,0.020357274
848.tiff,0.017382403,0.020933978
849.tiff,0.016926278,0.021768555
850.tiff,0.016360929,0.022133899
851.tiff,0.01633057,0.022232325
852.tiff,0.016511173,0.022056281
853.tiff,0.016935485,0.021065585
854.tiff,0.017361393,0.020471337
855.tiff,0.017476443,0.020547346
856.tiff,0.017056144,0.020293911
857.tiff,0.017062823,0.020404133
858.tiff,0.017490023,0.020555811
859.tiff,0.018373303,0.019993561
860.tiff,0.020014633,0.019003882
861.tiff,0.021670534,0.018567173
862.tiff,0.024196332,0.018411751
863.tiff,0.026466997,0.019710127
864.tiff,0.028322637,0.022641597
865.tiff,0.029930152,0.023703465
866.tiff,0.031887163,0.023825743
867.tiff,0.034248122,0.023961497
868.tiff,0.036469142,0.022889323
869.tiff,0.038962138,0.023357565
870.tiff,0.04079151,0.023572112
871.tiff,0.041022772,0.023266304
872.tiff,0.040189445,0.023769975
873.tiff,0.039123215,0.023193727
874.tiff,0.037371632,0.020791353
875.tiff,0.035748428,0.019961296
876.tiff,0.034204265,0.019658586
877.tiff,0.032588607,0.019104605
878.tiff,0.031186954,0.019563493
879.tiff,0.028869513,0.018883262
880.tiff,0.026311722,0.017047614
881.tiff,0.024905634,0.016824955
882.tiff,0.02372715,0.016080865
883.tiff,0.021801875,0.015279378
884.tiff,0.020955161,0.015011642
885.tiff,0.019826832,0.014749217
886.tiff,0.018812964,0.015018503
887.tiff,0.017828418,0.014854527
888.tiff,0.016590357,0.014325299
889.tiff,0.015501008,0.013833842
890.tiff,0.014834768,0.014632837
891.tiff,0.014269723,0.014610751
892.tiff,0.013957453,0.01427958
893.tiff,0.014034808,0.01453643
894.tiff,0.013901625,0.014566984
895.tiff,0.014632721,0.015034632
896.tiff,0.015146595,0.015268025
897.tiff,0.015409775,0.016016932
898.tiff,0.015258313,0.016475305
899.tiff,0.015510397,0.017041872
900.tiff,0.015730932,0.017777434
901.tiff,0.016093501,0.018393143
902.tiff,0.015989394,0.018664949
903.tiff,0.016606766,0.01915318
904.tiff,0.01735666,0.020175791
905.tiff,0.017935644,0.020849209
906.tiff,0.017893045,0.02136398
907.tiff,0.018099313,0.021355217
908.tiff,0.018788511,0.021892971
909.tiff,0.018881607,0.021993574
