image,pitch,yaw
156.png,3.37E-02,3.19E-02
157.png,3.37E-02,3.20E-02
158.png,3.37E-02,3.20E-02
159.png,3.38E-02,3.20E-02
160.png,3.39E-02,3.20E-02
161.png,3.39E-02,3.19E-02
162.png,3.39E-02,3.18E-02
163.png,3.39E-02,3.19E-02
164.png,3.40E-02,3.19E-02
165.png,3.40E-02,3.18E-02
166.png,3.41E-02,3.18E-02
167.png,3.41E-02,3.19E-02
168.png,3.42E-02,3.19E-02
169.png,3.41E-02,3.19E-02
170.png,3.42E-02,3.21E-02
171.png,3.42E-02,3.21E-02
172.png,3.43E-02,3.23E-02
173.png,3.45E-02,3.25E-02
174.png,3.45E-02,3.24E-02
175.png,3.46E-02,3.24E-02
176.png,3.47E-02,3.24E-02
177.png,3.48E-02,3.24E-02
178.png,3.48E-02,3.23E-02
179.png,3.48E-02,3.22E-02
180.png,3.47E-02,3.21E-02
181.png,3.46E-02,3.23E-02
182.png,3.46E-02,3.23E-02
183.png,3.44E-02,3.21E-02
184.png,3.44E-02,3.21E-02
185.png,3.41E-02,3.21E-02
186.png,3.38E-02,3.22E-02
187.png,3.36E-02,3.21E-02
188.png,3.35E-02,3.22E-02
189.png,3.34E-02,3.23E-02
190.png,3.34E-02,3.22E-02
191.png,3.34E-02,3.20E-02
192.png,3.34E-02,3.20E-02
193.png,3.34E-02,3.20E-02
194.png,3.33E-02,3.20E-02
195.png,3.35E-02,3.20E-02
196.png,3.36E-02,3.22E-02
197.png,3.36E-02,3.22E-02
198.png,3.37E-02,3.22E-02
199.png,3.38E-02,3.19E-02
200.png,3.39E-02,3.18E-02
201.png,3.39E-02,3.19E-02
202.png,3.37E-02,3.18E-02
203.png,3.37E-02,3.17E-02
204.png,3.38E-02,3.18E-02
205.png,3.37E-02,3.16E-02
206.png,3.37E-02,3.16E-02
207.png,3.36E-02,3.16E-02
208.png,3.36E-02,3.15E-02
209.png,3.35E-02,3.16E-02
210.png,3.34E-02,3.16E-02
211.png,3.33E-02,3.16E-02
212.png,3.34E-02,3.17E-02
213.png,3.35E-02,3.17E-02
214.png,3.35E-02,3.15E-02
215.png,3.35E-02,3.17E-02
216.png,3.37E-02,3.16E-02
217.png,3.37E-02,3.15E-02
218.png,3.36E-02,3.16E-02
219.png,3.37E-02,3.16E-02
220.png,3.38E-02,3.17E-02
221.png,3.36E-02,3.15E-02
222.png,3.37E-02,3.15E-02
223.png,3.35E-02,3.16E-02
224.png,3.35E-02,3.16E-02
225.png,3.35E-02,3.15E-02
226.png,3.34E-02,3.13E-02
227.png,3.34E-02,3.13E-02
228.png,3.34E-02,3.13E-02
229.png,3.34E-02,3.13E-02
230.png,3.34E-02,3.14E-02
231.png,3.36E-02,3.17E-02
232.png,3.35E-02,3.16E-02
233.png,3.36E-02,3.16E-02
234.png,3.36E-02,3.16E-02
235.png,3.36E-02,3.17E-02
236.png,3.36E-02,3.18E-02
237.png,3.35E-02,3.19E-02
238.png,3.36E-02,3.17E-02
239.png,3.36E-02,3.17E-02
240.png,3.36E-02,3.15E-02
241.png,3.37E-02,3.14E-02
242.png,3.38E-02,3.16E-02
243.png,3.37E-02,3.17E-02
244.png,3.37E-02,3.19E-02
245.png,3.36E-02,3.19E-02
246.png,3.33E-02,3.18E-02
247.png,3.33E-02,3.17E-02
248.png,3.33E-02,3.17E-02
249.png,3.33E-02,3.18E-02
250.png,3.33E-02,3.17E-02
251.png,3.33E-02,3.17E-02
252.png,3.34E-02,3.17E-02
253.png,3.35E-02,3.17E-02
254.png,3.35E-02,3.16E-02
255.png,3.35E-02,3.15E-02
256.png,3.36E-02,3.17E-02
257.png,3.37E-02,3.16E-02
258.png,3.37E-02,3.18E-02
259.png,3.36E-02,3.19E-02
260.png,3.35E-02,3.22E-02
261.png,3.33E-02,3.22E-02
262.png,3.32E-02,3.22E-02
263.png,3.31E-02,3.24E-02
264.png,3.30E-02,3.23E-02
265.png,3.31E-02,3.25E-02
266.png,3.32E-02,3.25E-02
267.png,3.34E-02,3.28E-02
268.png,3.35E-02,3.27E-02
269.png,3.38E-02,3.29E-02
270.png,3.39E-02,3.29E-02
271.png,3.40E-02,3.29E-02
272.png,3.43E-02,3.32E-02
273.png,3.46E-02,3.28E-02
274.png,3.46E-02,3.29E-02
275.png,3.47E-02,3.29E-02
276.png,3.47E-02,3.31E-02
277.png,3.46E-02,3.29E-02
278.png,3.46E-02,3.28E-02
279.png,3.46E-02,3.27E-02
280.png,3.44E-02,3.27E-02
281.png,3.45E-02,3.28E-02
282.png,3.44E-02,3.26E-02
283.png,3.43E-02,3.27E-02
284.png,3.45E-02,3.26E-02
285.png,3.45E-02,3.26E-02
286.png,3.47E-02,3.23E-02
287.png,3.49E-02,3.23E-02
288.png,3.49E-02,3.24E-02
289.png,3.48E-02,3.24E-02
290.png,3.50E-02,3.24E-02
291.png,3.49E-02,3.23E-02
292.png,3.47E-02,3.22E-02
293.png,3.46E-02,3.21E-02
294.png,3.44E-02,3.22E-02
295.png,3.45E-02,3.21E-02
296.png,3.44E-02,3.21E-02
297.png,3.43E-02,3.21E-02
298.png,3.43E-02,3.19E-02
299.png,3.45E-02,3.19E-02
300.png,3.45E-02,3.17E-02
301.png,3.46E-02,3.15E-02
302.png,3.48E-02,3.15E-02
303.png,3.49E-02,3.13E-02
304.png,3.50E-02,3.12E-02
305.png,3.51E-02,3.11E-02
306.png,3.50E-02,3.10E-02
307.png,3.47E-02,3.07E-02
308.png,3.45E-02,3.08E-02
309.png,3.40E-02,3.06E-02
310.png,3.36E-02,3.05E-02
311.png,3.32E-02,3.04E-02
312.png,3.30E-02,3.01E-02
313.png,3.31E-02,3.01E-02
314.png,3.33E-02,3.02E-02
315.png,3.33E-02,3.01E-02
316.png,3.37E-02,3.00E-02
317.png,3.40E-02,3.02E-02
318.png,3.44E-02,3.01E-02
319.png,3.48E-02,3.01E-02
320.png,3.49E-02,3.01E-02
321.png,3.49E-02,3.02E-02
322.png,3.48E-02,3.04E-02
323.png,3.44E-02,3.03E-02
324.png,3.41E-02,3.01E-02
325.png,3.38E-02,3.00E-02
326.png,3.36E-02,3.00E-02
327.png,3.36E-02,3.00E-02
328.png,3.35E-02,2.98E-02
329.png,3.35E-02,2.99E-02
330.png,3.37E-02,2.98E-02
331.png,3.40E-02,2.98E-02
332.png,3.43E-02,2.97E-02
333.png,3.47E-02,2.95E-02
334.png,3.47E-02,2.95E-02
335.png,3.47E-02,2.96E-02
336.png,3.47E-02,2.96E-02
337.png,3.44E-02,2.94E-02
338.png,3.43E-02,2.95E-02
339.png,3.41E-02,2.94E-02
340.png,3.40E-02,2.94E-02
341.png,3.39E-02,2.93E-02
342.png,3.40E-02,2.95E-02
343.png,3.41E-02,2.97E-02
344.png,3.41E-02,2.97E-02
345.png,3.41E-02,2.96E-02
346.png,3.40E-02,2.96E-02
347.png,3.39E-02,2.93E-02
348.png,3.36E-02,2.92E-02
349.png,3.34E-02,2.92E-02
350.png,3.33E-02,2.94E-02
351.png,3.32E-02,2.96E-02
352.png,3.29E-02,2.96E-02
353.png,3.28E-02,2.96E-02
354.png,3.27E-02,2.96E-02
355.png,3.26E-02,2.95E-02
356.png,3.26E-02,2.95E-02
357.png,3.27E-02,3.00E-02
358.png,3.29E-02,3.02E-02
359.png,3.28E-02,3.05E-02
360.png,3.28E-02,3.04E-02
361.png,3.27E-02,3.04E-02
362.png,3.25E-02,3.05E-02
363.png,3.24E-02,3.04E-02
364.png,3.24E-02,3.04E-02
365.png,3.25E-02,3.04E-02
366.png,3.25E-02,3.07E-02
367.png,3.25E-02,3.05E-02
368.png,3.25E-02,3.03E-02
369.png,3.26E-02,3.00E-02
370.png,3.27E-02,3.00E-02
371.png,3.27E-02,3.01E-02
372.png,3.29E-02,2.99E-02
373.png,3.28E-02,2.99E-02
374.png,3.28E-02,3.01E-02
375.png,3.27E-02,3.01E-02
376.png,3.26E-02,2.98E-02
377.png,3.27E-02,2.97E-02
378.png,3.27E-02,2.97E-02
379.png,3.26E-02,2.97E-02
380.png,3.27E-02,2.96E-02
381.png,3.28E-02,2.94E-02
382.png,3.28E-02,2.98E-02
383.png,3.29E-02,3.02E-02
384.png,3.29E-02,3.04E-02
385.png,3.29E-02,3.06E-02
386.png,3.29E-02,3.07E-02
387.png,3.29E-02,3.10E-02
388.png,3.31E-02,3.13E-02
389.png,3.34E-02,3.15E-02
390.png,3.36E-02,3.16E-02
391.png,3.38E-02,3.18E-02
392.png,3.39E-02,3.15E-02
393.png,3.40E-02,3.14E-02
394.png,3.43E-02,3.14E-02
395.png,3.44E-02,3.16E-02
396.png,3.45E-02,3.18E-02
397.png,3.45E-02,3.18E-02
398.png,3.43E-02,3.19E-02
399.png,3.43E-02,3.17E-02
400.png,3.43E-02,3.18E-02
401.png,3.41E-02,3.17E-02
402.png,3.42E-02,3.21E-02
403.png,3.41E-02,3.21E-02
404.png,3.40E-02,3.19E-02
405.png,3.40E-02,3.16E-02
406.png,3.41E-02,3.15E-02
407.png,3.43E-02,3.14E-02
408.png,3.45E-02,3.11E-02
409.png,3.46E-02,3.12E-02
410.png,3.45E-02,3.12E-02
411.png,3.45E-02,3.14E-02
412.png,3.47E-02,3.14E-02
413.png,3.48E-02,3.13E-02
414.png,3.48E-02,3.13E-02
415.png,3.48E-02,3.11E-02
416.png,3.47E-02,3.08E-02
417.png,3.46E-02,3.06E-02
418.png,3.45E-02,3.07E-02
419.png,3.42E-02,3.05E-02
420.png,3.41E-02,3.04E-02
421.png,3.39E-02,2.99E-02
422.png,3.36E-02,2.96E-02
423.png,3.35E-02,2.93E-02
424.png,3.36E-02,2.92E-02
425.png,3.36E-02,2.92E-02
426.png,3.38E-02,2.93E-02
427.png,3.39E-02,2.94E-02
428.png,3.38E-02,2.92E-02
429.png,3.38E-02,2.95E-02
430.png,3.39E-02,2.94E-02
431.png,3.38E-02,2.95E-02
432.png,3.40E-02,2.96E-02
433.png,3.40E-02,2.99E-02
434.png,3.37E-02,2.98E-02
435.png,3.38E-02,2.97E-02
436.png,3.39E-02,2.98E-02
437.png,3.39E-02,2.97E-02
438.png,3.42E-02,3.01E-02
439.png,3.43E-02,3.00E-02
440.png,3.44E-02,2.99E-02
441.png,3.45E-02,3.00E-02
442.png,3.44E-02,2.99E-02
443.png,3.44E-02,2.96E-02
444.png,3.44E-02,2.96E-02
445.png,3.44E-02,2.97E-02
446.png,3.44E-02,2.98E-02
447.png,3.43E-02,2.99E-02
448.png,3.40E-02,2.95E-02
449.png,3.41E-02,2.94E-02
450.png,3.42E-02,2.95E-02
451.png,3.44E-02,2.92E-02
452.png,3.46E-02,2.92E-02
453.png,3.47E-02,2.93E-02
454.png,3.49E-02,2.93E-02
455.png,3.48E-02,2.93E-02
456.png,3.47E-02,2.92E-02
457.png,3.46E-02,2.91E-02
458.png,3.48E-02,2.92E-02
459.png,3.46E-02,2.91E-02
460.png,3.45E-02,2.92E-02
461.png,3.43E-02,2.93E-02
462.png,3.41E-02,2.93E-02
463.png,3.39E-02,2.94E-02
464.png,3.36E-02,2.94E-02
465.png,3.36E-02,2.94E-02
466.png,3.36E-02,2.97E-02
467.png,3.36E-02,2.98E-02
468.png,3.35E-02,2.99E-02
469.png,3.35E-02,3.01E-02
470.png,3.34E-02,3.01E-02
471.png,3.34E-02,3.02E-02
472.png,3.34E-02,3.03E-02
473.png,3.34E-02,3.03E-02
474.png,3.35E-02,3.01E-02
475.png,3.34E-02,2.99E-02
476.png,3.33E-02,2.96E-02
477.png,3.33E-02,2.95E-02
478.png,3.34E-02,2.94E-02
479.png,3.33E-02,2.92E-02
480.png,3.33E-02,2.89E-02
481.png,3.33E-02,2.89E-02
482.png,3.31E-02,2.88E-02
483.png,3.30E-02,2.89E-02
484.png,3.27E-02,2.88E-02
485.png,3.28E-02,2.91E-02
486.png,3.28E-02,2.90E-02
487.png,3.28E-02,2.91E-02
488.png,3.28E-02,2.92E-02
489.png,3.28E-02,2.93E-02
490.png,3.29E-02,2.95E-02
491.png,3.29E-02,2.95E-02
492.png,3.31E-02,2.95E-02
493.png,3.33E-02,2.96E-02
494.png,3.35E-02,3.03E-02
495.png,3.36E-02,3.03E-02
496.png,3.35E-02,3.04E-02
497.png,3.36E-02,3.05E-02
498.png,3.36E-02,3.05E-02
499.png,3.38E-02,3.04E-02
500.png,3.37E-02,3.05E-02
501.png,3.38E-02,3.05E-02
502.png,3.37E-02,3.06E-02
503.png,3.38E-02,3.07E-02
504.png,3.39E-02,3.03E-02
505.png,3.37E-02,3.02E-02
506.png,3.40E-02,3.04E-02
507.png,3.41E-02,3.05E-02
508.png,3.42E-02,3.05E-02
509.png,3.40E-02,3.05E-02
510.png,3.40E-02,3.03E-02
511.png,3.40E-02,3.03E-02
512.png,3.40E-02,3.01E-02
513.png,3.39E-02,2.98E-02
514.png,3.38E-02,2.98E-02
515.png,3.39E-02,2.97E-02
516.png,3.40E-02,2.96E-02
517.png,3.38E-02,2.94E-02
518.png,3.37E-02,2.94E-02
519.png,3.36E-02,2.92E-02
520.png,3.35E-02,2.90E-02
521.png,3.34E-02,2.89E-02
522.png,3.33E-02,2.87E-02
523.png,3.34E-02,2.89E-02
524.png,3.36E-02,2.89E-02
525.png,3.37E-02,2.91E-02
526.png,3.38E-02,2.91E-02
527.png,3.38E-02,2.93E-02
528.png,3.39E-02,2.92E-02
529.png,3.39E-02,2.92E-02
530.png,3.39E-02,2.97E-02
531.png,3.39E-02,2.98E-02
532.png,3.39E-02,3.01E-02
533.png,3.38E-02,3.02E-02
534.png,3.38E-02,3.04E-02
535.png,3.35E-02,3.04E-02
536.png,3.31E-02,3.05E-02
537.png,3.29E-02,3.08E-02
538.png,3.27E-02,3.11E-02
539.png,3.27E-02,3.14E-02
540.png,3.27E-02,3.14E-02
541.png,3.28E-02,3.17E-02
542.png,3.29E-02,3.17E-02
543.png,3.29E-02,3.17E-02
544.png,3.27E-02,3.17E-02
545.png,3.26E-02,3.17E-02
546.png,3.27E-02,3.20E-02
547.png,3.28E-02,3.20E-02
548.png,3.28E-02,3.21E-02
549.png,3.27E-02,3.21E-02
550.png,3.28E-02,3.23E-02
551.png,3.29E-02,3.22E-02
552.png,3.27E-02,3.23E-02
553.png,3.27E-02,3.24E-02
554.png,3.28E-02,3.26E-02
555.png,3.28E-02,3.26E-02
556.png,3.29E-02,3.25E-02
557.png,3.29E-02,3.21E-02
558.png,3.29E-02,3.19E-02
559.png,3.29E-02,3.20E-02
560.png,3.27E-02,3.18E-02
561.png,3.25E-02,3.16E-02
562.png,3.24E-02,3.15E-02
563.png,3.25E-02,3.16E-02
564.png,3.25E-02,3.12E-02
565.png,3.26E-02,3.12E-02
566.png,3.26E-02,3.11E-02
567.png,3.26E-02,3.13E-02
568.png,3.27E-02,3.15E-02
569.png,3.31E-02,3.15E-02
570.png,3.34E-02,3.17E-02
571.png,3.36E-02,3.19E-02
572.png,3.38E-02,3.20E-02
573.png,3.39E-02,3.20E-02
574.png,3.39E-02,3.23E-02
575.png,3.39E-02,3.24E-02
576.png,3.39E-02,3.26E-02
577.png,3.38E-02,3.26E-02
578.png,3.39E-02,3.25E-02
579.png,3.38E-02,3.25E-02
580.png,3.37E-02,3.23E-02
581.png,3.38E-02,3.21E-02
582.png,3.38E-02,3.22E-02
583.png,3.39E-02,3.19E-02
584.png,3.40E-02,3.19E-02
585.png,3.41E-02,3.20E-02
586.png,3.41E-02,3.20E-02
587.png,3.41E-02,3.22E-02
588.png,3.40E-02,3.22E-02
589.png,3.40E-02,3.23E-02
590.png,3.39E-02,3.25E-02
591.png,3.38E-02,3.26E-02
592.png,3.37E-02,3.26E-02
593.png,3.36E-02,3.27E-02
594.png,3.35E-02,3.28E-02
595.png,3.34E-02,3.28E-02
596.png,3.34E-02,3.27E-02
597.png,3.35E-02,3.25E-02
598.png,3.35E-02,3.27E-02
599.png,3.36E-02,3.27E-02
600.png,3.37E-02,3.27E-02
601.png,3.36E-02,3.29E-02
602.png,3.37E-02,3.30E-02
603.png,3.36E-02,3.31E-02
604.png,3.36E-02,3.31E-02
605.png,3.36E-02,3.31E-02
606.png,3.36E-02,3.31E-02
607.png,3.36E-02,3.31E-02
608.png,3.37E-02,3.29E-02
609.png,3.38E-02,3.27E-02
610.png,3.39E-02,3.27E-02
611.png,3.40E-02,3.25E-02
612.png,3.41E-02,3.24E-02
613.png,3.43E-02,3.24E-02
614.png,3.43E-02,3.23E-02
615.png,3.43E-02,3.21E-02
616.png,3.43E-02,3.21E-02
617.png,3.42E-02,3.21E-02
618.png,3.42E-02,3.22E-02
619.png,3.40E-02,3.20E-02
620.png,3.39E-02,3.19E-02
621.png,3.38E-02,3.20E-02
622.png,3.38E-02,3.22E-02
623.png,3.36E-02,3.21E-02
624.png,3.37E-02,3.22E-02
625.png,3.38E-02,3.24E-02
626.png,3.39E-02,3.25E-02
627.png,3.40E-02,3.26E-02
628.png,3.40E-02,3.26E-02
629.png,3.39E-02,3.28E-02
630.png,3.38E-02,3.29E-02
631.png,3.38E-02,3.29E-02
632.png,3.38E-02,3.29E-02
633.png,3.38E-02,3.30E-02
634.png,3.37E-02,3.33E-02
635.png,3.37E-02,3.33E-02
636.png,3.36E-02,3.34E-02
637.png,3.34E-02,3.38E-02
638.png,3.36E-02,3.37E-02
639.png,3.37E-02,3.38E-02
640.png,3.38E-02,3.40E-02
641.png,3.38E-02,3.40E-02
642.png,3.38E-02,3.43E-02
643.png,3.38E-02,3.44E-02
644.png,3.39E-02,3.44E-02
645.png,3.39E-02,3.45E-02
646.png,3.40E-02,3.45E-02
647.png,3.42E-02,3.42E-02
648.png,3.42E-02,3.44E-02
649.png,3.44E-02,3.44E-02
650.png,3.47E-02,3.41E-02
651.png,3.48E-02,3.40E-02
652.png,3.48E-02,3.37E-02
653.png,3.50E-02,3.36E-02
654.png,3.50E-02,3.34E-02
655.png,3.49E-02,3.32E-02
656.png,3.49E-02,3.30E-02
657.png,3.48E-02,3.30E-02
658.png,3.47E-02,3.28E-02
659.png,3.45E-02,3.26E-02
660.png,3.43E-02,3.26E-02
661.png,3.43E-02,3.26E-02
662.png,3.44E-02,3.25E-02
663.png,3.44E-02,3.26E-02
664.png,3.44E-02,3.25E-02
665.png,3.46E-02,3.25E-02
666.png,3.46E-02,3.25E-02
667.png,3.43E-02,3.23E-02
668.png,3.43E-02,3.22E-02
669.png,3.42E-02,3.21E-02
670.png,3.43E-02,3.20E-02
671.png,3.43E-02,3.21E-02
672.png,3.42E-02,3.22E-02
673.png,3.42E-02,3.22E-02
674.png,3.42E-02,3.24E-02
675.png,3.42E-02,3.25E-02
676.png,3.44E-02,3.25E-02
677.png,3.49E-02,3.27E-02
678.png,3.50E-02,3.28E-02
679.png,3.51E-02,3.29E-02
680.png,3.50E-02,3.31E-02
681.png,3.50E-02,3.31E-02
682.png,3.49E-02,3.31E-02
683.png,3.48E-02,3.29E-02
684.png,3.45E-02,3.27E-02
685.png,3.45E-02,3.27E-02
686.png,3.43E-02,3.26E-02
687.png,3.40E-02,3.25E-02
688.png,3.40E-02,3.25E-02
689.png,3.42E-02,3.26E-02
690.png,3.43E-02,3.26E-02
691.png,3.43E-02,3.26E-02
692.png,3.44E-02,3.25E-02
693.png,3.44E-02,3.24E-02
694.png,3.45E-02,3.24E-02
695.png,3.46E-02,3.23E-02
696.png,3.47E-02,3.24E-02
697.png,3.49E-02,3.23E-02
698.png,3.49E-02,3.24E-02
699.png,3.46E-02,3.23E-02
700.png,3.43E-02,3.23E-02
701.png,3.43E-02,3.22E-02
702.png,3.41E-02,3.24E-02
703.png,3.39E-02,3.25E-02
704.png,3.39E-02,3.26E-02
705.png,3.41E-02,3.26E-02
706.png,3.41E-02,3.27E-02
707.png,3.43E-02,3.29E-02
708.png,3.43E-02,3.29E-02
709.png,3.44E-02,3.29E-02
710.png,3.46E-02,3.28E-02
711.png,3.47E-02,3.29E-02
712.png,3.48E-02,3.27E-02
713.png,3.51E-02,3.27E-02
714.png,3.52E-02,3.29E-02
715.png,3.51E-02,3.28E-02
716.png,3.49E-02,3.28E-02
717.png,3.47E-02,3.30E-02
718.png,3.45E-02,3.30E-02
719.png,3.44E-02,3.31E-02
720.png,3.44E-02,3.32E-02
721.png,3.42E-02,3.32E-02
722.png,3.42E-02,3.34E-02
723.png,3.39E-02,3.36E-02
724.png,3.38E-02,3.34E-02
725.png,3.38E-02,3.36E-02
726.png,3.38E-02,3.37E-02
727.png,3.38E-02,3.36E-02
728.png,3.37E-02,3.37E-02
729.png,3.36E-02,3.37E-02
730.png,3.35E-02,3.39E-02
731.png,3.36E-02,3.40E-02
732.png,3.36E-02,3.41E-02
733.png,3.37E-02,3.40E-02
734.png,3.37E-02,3.40E-02
735.png,3.37E-02,3.38E-02
736.png,3.37E-02,3.37E-02
737.png,3.38E-02,3.35E-02
738.png,3.37E-02,3.35E-02
739.png,3.38E-02,3.34E-02
740.png,3.39E-02,3.31E-02
741.png,3.39E-02,3.30E-02
742.png,3.41E-02,3.29E-02
743.png,3.41E-02,3.28E-02
744.png,3.41E-02,3.28E-02
745.png,3.41E-02,3.27E-02
746.png,3.41E-02,3.25E-02
747.png,3.43E-02,3.26E-02
748.png,3.46E-02,3.25E-02
749.png,3.48E-02,3.24E-02
750.png,3.50E-02,3.26E-02
751.png,3.51E-02,3.27E-02
752.png,3.50E-02,3.27E-02
753.png,3.50E-02,3.28E-02
754.png,3.51E-02,3.29E-02
755.png,3.52E-02,3.31E-02
756.png,3.51E-02,3.32E-02
757.png,3.49E-02,3.30E-02
758.png,3.48E-02,3.32E-02
759.png,3.46E-02,3.30E-02
760.png,3.46E-02,3.28E-02
761.png,3.45E-02,3.27E-02
762.png,3.45E-02,3.27E-02
763.png,3.44E-02,3.27E-02
764.png,3.43E-02,3.27E-02
765.png,3.40E-02,3.27E-02
766.png,3.40E-02,3.28E-02
767.png,3.38E-02,3.30E-02
768.png,3.36E-02,3.28E-02
769.png,3.35E-02,3.29E-02
770.png,3.34E-02,3.30E-02
771.png,3.33E-02,3.29E-02
772.png,3.34E-02,3.28E-02
773.png,3.34E-02,3.27E-02
774.png,3.34E-02,3.26E-02
775.png,3.35E-02,3.25E-02
776.png,3.36E-02,3.25E-02
